tt1,tt2,tt3,tt4,tt5,tt6,tt7,tt8,tt9,tt10,tt11,tt12,tt13,tt14,tt15,tt16,tt17,tt18,tt19,tt20,tt21,tt22,tt23,tt24,tt25,tt26,tt27,tt28,tt29,tt30,tt31,tt32,tt33,tt34,tt35,tt36,tt37,tt38,tt39,tt40,tt41,tt42,tt43,tt44,tt45,tt46,tt47,tt48,tt49,tt50,tt51,tt52,tt53,tt54,tt55,tt56,tt57,tt58,tt59,tt60,tt61,tt62,tt63,tt64,tt65,tt66,tt67,tt68,tt69,tt70,tt71,tt72,tt73,tt74,tt75,tt76,tt77,tt78,tt79,tt80,tt81,tt82,tt83,tt84,tt85,tt86,tt87,tt88,tt89,tt90,tt91,tt92,tt93,tt94,tt95,tt96,tt97,tt98,tt99,tt100,tt101,tt102,tt103,tt104,tt105,tt106,tt107,tt108,tt109,tt110,tt111,tt112,tt113,tt114,tt115,tt116,tt117,tt118,tt119,tt120,tt121,tt122,tt123,tt124,tt125,tt126,tt127,tt128,tt129,tt130,tt131,tt132,tt133,tt134,tt135,tt136,tt137,tt138,tt139,tt140,tt141,tt142,tt143,tt144,tt145,tt146,tt147,tt148,tt149,tt150,tt151,tt152,tt153,tt154,tt155,tt156,tt157,tt158,tt159,tt160,tt161,tt162,tt163,tt164,tt165,tt166,tt167,tt168,tt169,tt170,tt171,tt172,tt173,tt174,tt175,tt176,tt177,tt178,tt179,tt180,tt181,tt182,tt183,tt184,tt185,tt186,tt187,tt188,tt189,tt190,tt191,tt192,tt193,tt194,tt195,tt196,tt197,tt198,tt199,tt200,tt201,tt202,tt203,tt204,tt205,tt206,tt207,tt208,tt209,tt210,tt211
'org.eclipse.jdt.debug.ui','org.eclipse.jdt.debug.ui.launchConfigurations',22,5,2.333333333,4,14,6.696078431,67,683,10.00980392,93,1021,1.784313725,5,182,6,7.5,13,45,0,0,0,17,30,102,1,1,6,0.833333333,2,5,0,0,0,0.588235294,2,60,250.3333333,417,1502,2.323529412,12,237,14,23,13,5,36,0,164,265,27,3,50,18,2,126,6,0,0,0,0,0,474,1,50,10,88,209,100,0,93,0,116,685,98,97,6,14,12,14,115,1161,71,4212,525,92,57,0,0,6,2,1,0,7,0,17,6,0,0,10,219,159,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,9684,0.001445684,0.002375052,0.00134242,5.16E-04,0.003717472,0,0.016935151,0.027364725,0.002788104,3.10E-04,0.005163156,0.001858736,2.07E-04,0.013011152,6.20E-04,0,0,0,0,0,0.048946716,1.03E-04,0.005163156,0.001032631,0.009087154,0.021581991,0.010326311,0,0.00960347,0,0.011978521,0.070735233,0.010119785,0.010016522,6.20E-04,0.001445684,0.001239157,0.001445684,0.011875258,0.119888476,0.007331681,0.434944238,0.054213135,0.009500207,0.005885998,0,0,6.20E-04,2.07E-04,1.03E-04,0,7.23E-04,0,0.001755473,6.20E-04,0,0,0.001032631,0.022614622,0.016418835,7.23E-04,0.00165221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018793887
'org.eclipse.jdt.debug.ui','org.eclipse.jdt.internal.debug.ui',107,21,0.868421053,13,33,6.152492669,120,2098,9.586510264,129,3269,1.879765396,6,641,38,1.822222222,19,82,0.078947368,1,3,6,52,270,0.921052632,1,35,3.133333333,74,141,1.577777778,15,71,1.134897361,8,387,126.3157895,1276,4800,2.80058651,34,955,33,42,35,27,80,0,359,999,90,36,154,44,67,235,38,4,1,6,0,1,1110,20,223,28,464,487,478,1,272,0,375,2151,249,249,38,88,31,47,402,2659,347,12684,1723,454,314,10,0,12,34,8,0,18,3,43,45,0,15,28,743,487,11,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,29712,0.001110662,0.00141357,0.001177975,9.09E-04,0.002692515,0,0.01208266,0.033622779,0.003029079,0.001211632,0.005183091,0.001480883,0.002254981,0.007909262,0.001278945,1.35E-04,3.37E-05,2.02E-04,0,3.37E-05,0.037358643,6.73E-04,0.007505385,9.42E-04,0.015616586,0.016390684,0.016087776,3.37E-05,0.00915455,0,0.012621163,0.072394992,0.008380452,0.008380452,0.001278945,0.002961766,0.001043349,0.001581852,0.013529887,0.089492461,0.011678783,0.426898223,0.057990038,0.015280022,0.010568121,3.37E-04,0,4.04E-04,0.001144319,2.69E-04,0,6.06E-04,1.01E-04,0.001447227,0.00151454,0,5.05E-04,9.42E-04,0.025006731,0.016390684,3.70E-04,0.003432956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033925687
'org.eclipse.jdt.debug.ui','org.eclipse.jdt.internal.debug.ui.actions',101,14,0.451612903,9,28,4.112847222,56,2369,6.78125,82,3906,1.779513889,11,1025,62,1.684931507,15,123,0,0,0,7.808219178,43,570,1.032258065,2,64,0.438356164,14,32,0.054794521,2,4,0.822916667,5,474,101.5322581,507,6295,2.277777778,23,1312,28,70,30,16,101,0,367,1415,160,24,196,93,40,218,62,3,0,9,1,2,1156,8,156,51,507,872,521,1,363,0,608,2383,339,249,62,81,53,103,612,4400,394,15748,2098,594,213,20,0,35,25,4,4,35,1,86,73,0,23,51,879,656,19,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,37364,7.49E-04,0.001873461,8.03E-04,4.28E-04,0.002703137,0,0.009822289,0.037870678,0.004282197,6.42E-04,0.005245691,0.002489027,0.001070549,0.005834493,0.001659351,8.03E-05,0,2.41E-04,2.68E-05,5.35E-05,0.030938872,2.14E-04,0.004175142,0.00136495,0.013569211,0.023337972,0.013943903,2.68E-05,0.009715234,0,0.016272348,0.063777968,0.009072904,0.006664169,0.001659351,0.002167862,0.001418478,0.002756664,0.016379403,0.117760411,0.01054491,0.421475217,0.056150305,0.015897655,0.005700674,5.35E-04,0,9.37E-04,6.69E-04,1.07E-04,1.07E-04,9.37E-04,2.68E-05,0.002301681,0.001953752,0,6.16E-04,0.00136495,0.023525318,0.017557007,5.09E-04,0.003184884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024809978
'org.eclipse.jdt.debug.ui','org.eclipse.jdt.internal.debug.ui.display',20,1,0.363636364,4,4,5.233333333,50,471,7.533333333,50,678,1.688888889,5,152,11,1.916666667,11,23,0.090909091,1,1,7.416666667,32,89,0.909090909,1,10,0.166666667,2,2,0.083333333,1,1,0.866666667,3,78,97.72727273,450,1075,2.288888889,13,206,4,6,18,0,50,0,68,215,5,0,35,15,16,39,11,2,0,0,0,0,238,0,25,3,86,160,102,0,72,0,95,472,84,60,11,10,3,9,97,813,73,2921,354,98,37,3,0,3,0,0,0,14,1,13,12,0,7,3,138,110,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6763,5.91E-04,8.87E-04,0.002661541,0,0.007393169,0,0.010054709,0.031790625,7.39E-04,0,0.005175218,0.002217951,0.002365814,0.005766672,0.001626497,2.96E-04,0,0,0,0,0.035191483,0,0.003696584,4.44E-04,0.01271625,0.02365814,0.015082064,0,0.010646163,0,0.014047021,0.069791513,0.012420523,0.008871802,0.001626497,0.001478634,4.44E-04,0.00133077,0.014342747,0.120212923,0.010794026,0.431908916,0.052343634,0.014490611,0.005470945,4.44E-04,0,4.44E-04,0,0,0,0.002070087,1.48E-04,0.001922224,0.00177436,0,0.001035044,4.44E-04,0.020405146,0.016264971,4.44E-04,0.002070087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019961556
'org.eclipse.jdt.debug.ui','org.eclipse.jdt.internal.debug.ui.launcher',60,10,0.942857143,10,33,5.423076923,58,1551,8.818181818,102,2522,1.846153846,6,528,35,2.615384615,15,102,0.057142857,1,2,7.051282051,35,275,0.942857143,1,33,0.153846154,2,6,0.282051282,4,11,0.825174825,6,236,109.5142857,518,3833,2.36013986,21,675,33,90,35,18,116,0,324,736,86,2,102,33,3,294,35,3,1,0,1,1,973,9,108,36,274,515,304,0,198,0,320,1558,254,233,35,51,37,39,274,2673,243,10193,1365,303,150,9,0,19,11,3,0,10,3,31,39,0,5,36,532,388,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,23673,0.001393993,0.0038018,0.001478478,7.60E-04,0.004900097,0,0.013686478,0.031090272,0.003632831,8.45E-05,0.004308706,0.001393993,1.27E-04,0.012419212,0.001478478,1.27E-04,4.22E-05,0,4.22E-05,4.22E-05,0.041101677,3.80E-04,0.004562159,0.00152072,0.011574367,0.021754742,0.012841634,0,0.008363959,0,0.013517509,0.065813374,0.010729523,0.009842437,0.001478478,0.002154353,0.001562962,0.001647446,0.011574367,0.112913446,0.010264859,0.430574917,0.057660626,0.012799392,0.006336333,3.80E-04,0,8.03E-04,4.65E-04,1.27E-04,0,4.22E-04,1.27E-04,0.001309509,0.001647446,0,2.11E-04,0.00152072,0.022472859,0.01638998,3.38E-04,0.00114054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020867655
'org.eclipse.jdt.debug.ui','org.eclipse.jdt.internal.debug.ui.snippeteditor',44,4,0.666666667,8,12,5.057591623,45,966,8.005235602,71,1529,1.848167539,10,353,18,2.857142857,17,60,0.055555556,1,1,8.333333333,60,175,0.944444444,1,17,0.476190476,4,10,0.761904762,8,16,0.743455497,4,142,129.3888889,921,2329,2.382198953,20,455,12,35,18,8,77,0,148,495,53,3,41,52,7,108,18,0,0,0,0,0,554,1,70,21,162,285,204,0,116,0,206,969,180,91,18,1,21,25,196,1431,140,5790,739,203,116,11,0,17,3,1,1,19,2,46,21,0,3,21,333,242,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,13690,8.77E-04,0.002556611,0.001314828,5.84E-04,0.005624543,0,0.010810811,0.036157779,0.003871439,2.19E-04,0.002994887,0.003798393,5.11E-04,0.00788897,0.001314828,0,0,0,0,0,0.040467495,7.30E-05,0.005113221,0.001533966,0.011833455,0.020818115,0.014901388,0,0.008473338,0,0.01504748,0.070781592,0.013148283,0.006647188,0.001314828,7.30E-05,0.001533966,0.00182615,0.01431702,0.104528853,0.010226443,0.42293645,0.053981008,0.014828342,0.008473338,8.04E-04,0,0.001241782,2.19E-04,7.30E-05,7.30E-05,0.001387874,1.46E-04,0.003360117,0.001533966,0,2.19E-04,0.001533966,0.024324324,0.017677137,2.19E-04,0.001168736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024616508
'org.eclipse.help.ui.win32','org.eclipse.help.ui.internal.browser.win32',3,2,0.777777778,5,7,4.753424658,34,347,10.16438356,60,742,1.630136986,6,119,9,2.071428571,9,29,0.222222222,1,2,4.857142857,24,68,0.777777778,1,7,3.642857143,29,51,0.357142857,3,5,0.616438356,3,45,115.7777778,306,1042,2.767123288,17,202,7,38,16,12,35,0,99,184,29,0,11,25,4,62,9,2,0,1,0,1,220,5,80,13,77,38,125,0,58,0,81,347,73,115,9,15,10,23,143,259,75,2106,316,78,120,4,0,2,2,1,0,9,1,25,14,0,0,13,215,115,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,5590,0.001252236,0.006797853,0.002862254,0.002146691,0.006261181,0,0.017710197,0.032915921,0.005187835,0,0.0019678,0.004472272,7.16E-04,0.011091234,0.001610018,3.58E-04,0,1.79E-04,0,1.79E-04,0.039355993,8.94E-04,0.01431127,0.002325581,0.013774597,0.006797853,0.02236136,0,0.010375671,0,0.014490161,0.062075134,0.013059034,0.020572451,0.001610018,0.002683363,0.001788909,0.00411449,0.025581395,0.046332737,0.013416816,0.376744186,0.056529517,0.013953488,0.021466905,7.16E-04,0,3.58E-04,3.58E-04,1.79E-04,0,0.001610018,1.79E-04,0.004472272,0.002504472,0,0,0.002325581,0.038461538,0.020572451,8.94E-04,1.79E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04686941
'org.eclipse.update.ui','org.eclipse.update.internal.ui',3,0,0.333333333,1,2,3.055555556,12,165,5.185185185,28,280,1.407407407,4,76,6,1.5,5,9,0,0,0,5.333333333,10,32,1,1,6,14.33333333,76,86,3.666666667,15,22,0.740740741,3,40,96.33333333,250,578,1.648148148,5,89,2,3,3,1,11,0,25,93,8,0,4,12,0,21,6,1,0,0,0,0,79,2,95,3,19,69,37,0,34,0,56,228,24,14,6,2,3,1,38,319,28,1485,250,52,90,2,0,2,0,0,0,3,0,11,6,0,1,3,149,51,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,3701,5.40E-04,8.11E-04,8.11E-04,2.70E-04,0.00297217,0,0.006754931,0.025128344,0.002161578,0,0.001080789,0.003242367,0,0.005674142,0.001621183,2.70E-04,0,0,0,0,0.021345582,5.40E-04,0.025668738,8.11E-04,0.005133748,0.01864361,0.009997298,0,0.009186706,0,0.015131046,0.061604972,0.006484734,0.003782761,0.001621183,5.40E-04,8.11E-04,2.70E-04,0.010267495,0.086192921,0.007565523,0.401242907,0.067549311,0.014050257,0.024317752,5.40E-04,0,5.40E-04,0,0,0,8.11E-04,0,0.00297217,0.001621183,0,2.70E-04,8.11E-04,0.040259389,0.013780059,0,5.40E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093758444
'org.eclipse.update.ui','org.eclipse.update.internal.ui.forms',3,0,1.72,14,43,6.271604938,94,1524,10.63786008,190,2585,1.687242798,6,410,25,3.566666667,26,107,0.04,1,1,7.166666667,35,215,0.96,1,24,4.466666667,35,134,0.933333333,26,28,0.888888889,4,216,151.28,827,3782,2.201646091,22,535,43,49,15,10,62,0,381,512,133,9,66,27,2,188,25,3,0,4,0,0,1036,17,241,44,219,294,239,0,8,0,293,1524,164,232,25,18,44,28,292,1624,156,8751,1245,286,194,16,0,29,16,4,0,20,2,25,30,0,2,44,660,374,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,20613,0.002086062,0.002377141,7.28E-04,4.85E-04,0.003007811,0,0.018483481,0.024838694,0.006452239,4.37E-04,0.003201863,0.001309853,9.70E-05,0.009120458,0.001212827,1.46E-04,0,1.94E-04,0,0,0.050259545,8.25E-04,0.011691651,0.002134575,0.010624363,0.014262844,0.011594625,0,3.88E-04,0,0.014214331,0.073933925,0.007956144,0.011255033,0.001212827,8.73E-04,0.002134575,0.001358366,0.014165818,0.078785233,0.00756804,0.424537913,0.060398777,0.013874739,0.009411536,7.76E-04,0,0.001406879,7.76E-04,1.94E-04,0,9.70E-04,9.70E-05,0.001212827,0.001455392,0,9.70E-05,0.002134575,0.032018629,0.01814389,1.46E-04,0.001115801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04181827
'org.eclipse.update.ui','org.eclipse.update.internal.ui.model',6,0,0.148148148,2,4,1.546184739,21,385,3.136546185,41,781,1.285140562,5,320,27,1.392857143,5,39,0.222222222,1,6,8.214285714,43,230,0.777777778,1,21,0.464285714,4,13,0.678571429,15,19,0.722891566,4,180,57.88888889,224,1563,1.43373494,8,357,4,33,25,5,89,0,63,350,22,0,28,13,1,46,27,1,3,0,0,0,163,30,52,35,75,135,86,0,38,0,255,385,78,71,27,4,31,5,150,602,191,3294,643,194,52,5,0,6,0,0,0,50,0,12,28,0,5,35,216,129,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,8182,4.89E-04,0.004033244,0.003055488,6.11E-04,0.010877536,0,0.007699829,0.042776827,0.002688829,0,0.003422146,0.001588854,1.22E-04,0.005622097,0.003299927,1.22E-04,3.67E-04,0,0,0,0.01992178,0.003666585,0.006355414,0.004277683,0.009166463,0.016499633,0.010510878,0,0.004644341,0,0.031165974,0.04705451,0.009533121,0.008677585,0.003299927,4.89E-04,0.003788805,6.11E-04,0.018332926,0.073576143,0.023343926,0.402591054,0.078587143,0.023710584,0.006355414,6.11E-04,0,7.33E-04,0,0,0,0.006110975,0,0.001466634,0.003422146,0,6.11E-04,0.004277683,0.026399413,0.015766316,0,0.001833293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045832315
'org.eclipse.update.ui','org.eclipse.update.internal.ui.pages',0,0,0,0,0,0.326923077,4,17,0.903846154,3,47,0.826923077,1,43,14,0.285714286,4,4,0.071428571,1,1,3.714285714,20,52,0.928571429,1,13,0,0,0,0,0,0,0.711538462,2,37,16.5,73,231,0.826923077,1,43,0,0,0,0,0,0,4,43,3,0,0,0,0,12,14,0,0,0,0,0,12,2,4,0,0,43,1,0,0,0,52,17,1,0,14,0,0,0,17,305,23,622,89,37,0,12,0,0,0,0,0,15,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1424,0,0,0,0,0,0,0.002808989,0.030196629,0.002106742,0,0,0,0,0.008426966,0.009831461,0,0,0,0,0,0.008426966,0.001404494,0.002808989,0,0,0.030196629,7.02E-04,0,0,0,0.036516854,0.011938202,7.02E-04,0,0.009831461,0,0,0,0.011938202,0.214185393,0.016151685,0.436797753,0.0625,0.025983146,0,0.008426966,0,0,0,0,0,0.010533708,0,0,0.009831461,0,0,0,0.002808989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04494382
'org.eclipse.update.ui','org.eclipse.update.internal.ui.parts',0,0,0,0,0,2.946428571,25,165,7.035714286,73,394,1.392857143,4,78,9,2.666666667,7,24,0,0,0,5.444444444,14,49,1,1,9,0.888888889,4,8,0.777777778,5,7,1.071428571,5,60,68.55555556,147,617,2.857142857,15,160,0,19,2,0,19,0,66,110,14,4,15,11,1,14,9,2,0,0,1,0,102,11,32,4,62,51,95,0,36,0,56,165,65,46,9,9,9,4,53,260,72,1393,207,71,35,2,0,0,11,2,0,4,0,11,9,0,0,4,96,60,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,3468,0,0.005478662,5.77E-04,0,0.005478662,0,0.019031142,0.03171857,0.004036909,0.001153403,0.00432526,0.003171857,2.88E-04,0.004036909,0.002595156,5.77E-04,0,0,2.88E-04,0,0.029411765,0.003171857,0.00922722,0.001153403,0.017877739,0.014705882,0.02739331,0,0.010380623,0,0.016147636,0.047577855,0.018742791,0.013264129,0.002595156,0.002595156,0.002595156,0.001153403,0.015282584,0.074971165,0.020761246,0.401672434,0.059688581,0.020472895,0.010092272,5.77E-04,0,0,0.003171857,5.77E-04,0,0.001153403,0,0.003171857,0.002595156,0,0,0.001153403,0.027681661,0.017301038,0.001153403,0.002595156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035178777
'org.eclipse.update.ui','org.eclipse.update.internal.ui.preferences',3,0,0.5,1,1,5,25,70,7.928571429,49,111,1.5,4,21,2,0,0,0,0,0,0,3,6,6,1,1,2,10,17,20,4,6,8,0.714285714,2,10,100,137,200,1.428571429,3,20,1,0,2,6,4,0,1,23,0,0,2,1,0,12,2,0,0,0,0,0,24,0,20,0,5,20,4,0,7,0,15,71,1,11,2,1,0,0,12,84,10,411,66,11,19,1,0,1,0,0,0,0,0,1,2,0,0,0,35,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,987,0.001013171,0,0.002026342,0.006079027,0.004052685,0,0.001013171,0.023302938,0,0,0.002026342,0.001013171,0,0.012158055,0.002026342,0,0,0,0,0,0.024316109,0,0.020263425,0,0.005065856,0.020263425,0.004052685,0,0.007092199,0,0.015197568,0.071935157,0.001013171,0.011144883,0.002026342,0.001013171,0,0,0.012158055,0.085106383,0.010131712,0.416413374,0.066869301,0.011144883,0.019250253,0.001013171,0,0.001013171,0,0,0,0,0,0.001013171,0.002026342,0,0,0,0.035460993,0.015197568,0.001013171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084093212
'org.eclipse.update.ui','org.eclipse.update.internal.ui.properties',0,0,1,2,3,4.166666667,14,75,7.555555556,27,136,1.555555556,4,28,3,2.333333333,4,7,0,0,0,6,7,18,1,1,3,2.333333333,4,7,0,0,0,0.444444444,2,8,75.66666667,84,227,1.833333333,4,33,3,2,1,0,3,0,19,33,10,0,4,4,0,23,3,0,0,0,0,0,53,1,14,0,11,26,8,0,12,0,21,75,2,6,3,1,0,0,17,131,12,532,84,15,8,0,0,0,0,0,0,1,0,4,3,0,0,0,34,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1252,0.002396166,0.001597444,7.99E-04,0,0.002396166,0,0.015175719,0.026357827,0.00798722,0,0.003194888,0.003194888,0,0.018370607,0.002396166,0,0,0,0,0,0.042332268,7.99E-04,0.011182109,0,0.008785942,0.020766773,0.006389776,0,0.009584665,0,0.016773163,0.059904153,0.001597444,0.004792332,0.002396166,7.99E-04,0,0,0.013578275,0.104632588,0.009584665,0.424920128,0.067092652,0.011980831,0.006389776,0,0,0,0,0,0,7.99E-04,0,0.003194888,0.002396166,0,0,0,0.02715655,0.015974441,0,7.99E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041533546
'org.eclipse.update.ui','org.eclipse.update.internal.ui.search',2,0,1.117647059,7,19,3.01010101,24,596,5.484848485,56,1086,1.424242424,4,282,17,2.535714286,11,71,0.117647059,1,2,6.964285714,43,195,0.882352941,1,15,1.107142857,12,31,0.107142857,2,3,0.762626263,4,151,105.2352941,327,1789,1.772727273,9,351,19,25,16,4,61,0,131,319,55,5,43,16,3,106,17,7,2,3,0,0,364,28,102,36,102,115,129,0,42,0,221,596,63,102,17,3,29,18,218,600,139,3984,673,181,86,5,0,5,0,0,0,37,7,12,28,0,1,36,310,172,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,9714,0.00195594,0.002573605,0.001647107,4.12E-04,0.006279596,0,0.013485691,0.032839201,0.005661931,5.15E-04,0.004426601,0.001647107,3.09E-04,0.010912086,0.001750051,7.21E-04,2.06E-04,3.09E-04,0,0,0.03747169,0.002882438,0.010500309,0.003705991,0.010500309,0.011838583,0.013279802,0,0.004323657,0,0.022750669,0.061354746,0.006485485,0.010500309,0.001750051,3.09E-04,0.002985382,0.001852996,0.022441837,0.061766523,0.014309244,0.41012971,0.069281449,0.018632901,0.008853202,5.15E-04,0,5.15E-04,0,0,0,0.003808936,7.21E-04,0.00123533,0.002882438,0,1.03E-04,0.003705991,0.031912703,0.017706403,3.09E-04,6.18E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042413012
'org.eclipse.update.ui','org.eclipse.update.internal.ui.security',5,0,0.5,2,3,6.023809524,36,253,11.0952381,70,466,1.595238095,4,67,6,5.166666667,8,31,0,0,0,7,10,42,1,1,6,0.5,3,3,0,0,0,1.047619048,4,44,109.5,236,657,2.428571429,18,102,3,2,2,1,3,0,84,82,22,4,5,2,2,78,6,1,1,0,0,1,208,3,34,0,38,55,73,0,24,0,45,253,56,21,6,2,0,4,35,351,30,1622,224,46,49,4,0,7,8,2,0,5,0,2,6,0,0,0,82,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,3742,8.02E-04,5.34E-04,5.34E-04,2.67E-04,8.02E-04,0,0.022447889,0.021913415,0.005879209,0.001068947,0.001336184,5.34E-04,5.34E-04,0.020844468,0.001603421,2.67E-04,2.67E-04,0,0,2.67E-04,0.055585249,8.02E-04,0.00908605,0,0.010154997,0.014698022,0.019508284,0,0.006413683,0,0.012025655,0.067610903,0.014965259,0.005611972,0.001603421,5.34E-04,0,0.001068947,0.009353287,0.093800107,0.008017103,0.433458044,0.059861037,0.012292892,0.013094602,0.001068947,0,0.001870657,0.002137894,5.34E-04,0,0.001336184,0,5.34E-04,0.001603421,0,0,0,0.021913415,0.012827365,0,2.67E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02645644
'org.eclipse.update.ui','org.eclipse.update.internal.ui.views',5,0,5.5,13,33,5.412162162,58,801,10.68918919,100,1582,1.716216216,5,254,6,3.35,26,67,0.166666667,1,1,7.4,34,148,0.833333333,1,5,2.65,21,53,0,0,0,0.709459459,3,105,361,854,2166,2.547297297,17,377,33,33,23,27,74,0,103,381,52,3,72,29,0,122,6,3,0,1,0,0,475,2,120,21,172,91,105,0,19,0,185,801,64,50,6,41,17,17,166,461,161,4336,860,147,102,2,0,13,10,3,0,29,0,29,20,0,0,21,349,208,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,10609,0.003110567,0.003110567,0.002167971,0.002545009,0.00697521,0,0.009708738,0.035912904,0.004901499,2.83E-04,0.006786691,0.002733528,0,0.01149967,5.66E-04,2.83E-04,0,9.43E-05,0,0,0.044773306,1.89E-04,0.011311151,0.001979451,0.01621265,0.008577623,0.009897257,0,0.001790932,0,0.017438024,0.075501932,0.006032614,0.00471298,5.66E-04,0.003864643,0.001602413,0.001602413,0.015647092,0.043453671,0.015175794,0.408709586,0.081063248,0.01385616,0.009614478,1.89E-04,0,0.001225375,9.43E-04,2.83E-04,0,0.002733528,0,0.002733528,0.001885192,0,0,0.001979451,0.032896597,0.019605995,0,0.010368555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040908662
'org.eclipse.update.ui','org.eclipse.update.internal.ui.wizards',11,0,1.6,5,24,5,45,710,9.528169014,71,1353,1.704225352,5,242,15,2.36,10,59,0,0,0,5.36,16,134,1,1,15,2.68,13,67,0.32,4,8,0.816901408,4,116,137.6666667,350,2065,2.211267606,9,314,24,31,12,6,71,0,151,310,69,6,37,19,0,183,15,4,2,1,0,0,504,17,126,28,113,179,130,0,35,0,166,710,85,101,15,11,27,11,161,965,121,4887,799,164,96,11,0,19,8,2,0,20,6,15,25,0,0,28,360,206,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,11573,0.002073792,0.002678649,0.001036896,5.18E-04,0.006134969,0,0.013047611,0.026786486,0.005962153,5.18E-04,0.003197097,0.001641752,0,0.015812667,0.00129612,3.46E-04,1.73E-04,8.64E-05,0,0,0.043549641,0.001468936,0.01088741,0.002419425,0.009764106,0.015467035,0.011233042,0,0.003024281,0,0.014343731,0.061349693,0.007344682,0.00872721,0.00129612,9.50E-04,0.002333017,9.50E-04,0.013911691,0.083383738,0.01045537,0.422275987,0.069040007,0.014170915,0.00829517,9.50E-04,0,0.001641752,6.91E-04,1.73E-04,0,0.00172816,5.18E-04,0.00129612,0.0021602,0,0,0.002419425,0.031106887,0.017800052,0,0.0021602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039402057
