tt1,tt2,tt3,tt4,tt5,tt6,tt7,tt8,tt9,tt10,tt11,tt12,tt13,tt14,tt15,tt16,tt17,tt18,tt19,tt20,tt21,tt22,tt23,tt24,tt25,tt26,tt27,tt28,tt29,tt30,tt31,tt32,tt33,tt34,tt35,tt36,tt37,tt38,tt39,tt40,tt41,tt42,tt43,tt44,tt45,tt46,tt47,tt48,tt49,tt50,tt51,tt52,tt53,tt54,tt55,tt56,tt57,tt58,tt59,tt60,tt61,tt62,tt63,tt64,tt65,tt66,tt67,tt68,tt69,tt70,tt71,tt72,tt73,tt74,tt75,tt76,tt77,tt78,tt79,tt80,tt81,tt82,tt83,tt84,tt85,tt86,tt87,tt88,tt89,tt90,tt91,tt92,tt93,tt94,tt95,tt96,tt97,tt98,tt99,tt100,tt101,tt102,tt103,tt104,tt105,tt106,tt107,tt108,tt109,tt110,tt111,tt112,tt113,tt114,tt115,tt116,tt117,tt118,tt119,tt120,tt121,tt122,tt123,tt124,tt125,tt126,tt127,tt128,tt129,tt130,tt131,tt132,tt133,tt134,tt135,tt136,tt137,tt138,tt139,tt140,tt141,tt142,tt143,tt144,tt145,tt146,tt147,tt148,tt149,tt150,tt151,tt152,tt153,tt154,tt155,tt156,tt157,tt158,tt159,tt160,tt161,tt162,tt163,tt164,tt165,tt166,tt167,tt168,tt169,tt170,tt171,tt172,tt173,tt174,tt175,tt176,tt177,tt178,tt179,tt180,tt181,tt182,tt183,tt184,tt185,tt186,tt187,tt188,tt189,tt190,tt191,tt192,tt193,tt194,tt195,tt196,tt197,tt198,tt199,tt200,tt201,tt202,tt203,tt204,tt205,tt206,tt207,tt208,tt209,tt210,tt211
'org.eclipse.ui.editors','org.eclipse.ui.editors.text',0,0,0.466666667,3,7,4.139705882,41,563,7.411764706,70,1008,1.698529412,5,231,15,1.285714286,6,27,0.4,1,6,6.285714286,32,132,0.6,1,9,3.523809524,29,74,0.19047619,2,4,0.897058824,4,122,108.4666667,417,1627,2.573529412,18,350,7,26,9,15,17,0,94,291,56,5,55,22,0,66,15,10,0,0,0,0,333,1,101,5,162,169,150,1,195,0,143,567,143,51,15,16,5,14,115,879,100,4100,639,150,110,11,0,35,5,2,0,8,5,22,21,0,3,4,282,177,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,9884,7.08E-04,0.002630514,9.11E-04,0.001517604,0.001719951,0,0.00951032,0.029441522,0.005665722,5.06E-04,0.005564549,0.00222582,0,0.006677459,0.001517604,0.001011736,0,0,0,0,0.033690813,1.01E-04,0.010218535,5.06E-04,0.016390125,0.017098341,0.015176042,1.01E-04,0.019728855,0,0.014467827,0.057365439,0.014467827,0.005159854,0.001517604,0.001618778,5.06E-04,0.001416431,0.011634966,0.088931607,0.010117361,0.414811817,0.064649939,0.015176042,0.011129098,0.00111291,0,0.003541076,5.06E-04,2.02E-04,0,8.09E-04,5.06E-04,0.00222582,0.002124646,0,3.04E-04,4.05E-04,0.028530959,0.01790773,6.07E-04,0.00475516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04087414
'org.eclipse.ui.editors','org.eclipse.ui.internal',0,0,1,3,3,6.962962963,28,188,9.888888889,34,267,1.666666667,4,45,3,0,0,0,0,0,0,8,16,24,1,1,3,2,4,6,1,3,3,0.925925926,4,25,131.6666667,273,395,2.518518519,10,68,3,10,7,5,17,0,14,67,4,0,7,11,2,26,3,1,0,0,0,0,88,0,6,5,10,53,27,0,15,0,30,193,18,14,3,5,5,0,31,209,34,1031,141,42,56,1,0,0,12,2,0,0,0,11,3,0,1,5,61,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2392,0.001254181,0.004180602,0.002926421,0.002090301,0.007107023,0,0.005852843,0.028010033,0.001672241,0,0.002926421,0.004598662,8.36E-04,0.010869565,0.001254181,4.18E-04,0,0,0,0,0.036789298,0,0.002508361,0.002090301,0.004180602,0.022157191,0.011287625,0,0.006270903,0,0.012541806,0.080685619,0.007525084,0.005852843,0.001254181,0.002090301,0.002090301,0,0.012959866,0.087374582,0.014214047,0.431020067,0.058946488,0.017558528,0.023411371,4.18E-04,0,0,0.005016722,8.36E-04,0,0,0,0.004598662,0.001254181,0,4.18E-04,0.002090301,0.025501672,0.02006689,0.001672241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02132107
'org.eclipse.ui.editors','org.eclipse.ui.internal.editors.text',0,0,1.444444444,11,13,3.591304348,35,413,5.660869565,85,651,1.260869565,3,145,9,2.5,15,30,0.111111111,1,1,8.333333333,42,100,0.888888889,1,8,0.833333333,6,10,0.916666667,6,11,1.008695652,6,116,115.6666667,462,1041,1.773913043,17,204,13,28,6,6,24,0,107,177,5,4,18,2,0,109,9,1,1,0,0,0,322,2,40,10,68,80,83,0,55,0,131,417,38,81,9,4,10,7,148,588,56,2954,395,132,25,2,0,4,4,1,0,2,0,2,12,0,0,10,149,98,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,6663,0.001951073,0.004202311,9.00E-04,9.00E-04,0.003601981,0,0.016058832,0.026564611,7.50E-04,6.00E-04,0.002701486,3.00E-04,0,0.016358997,0.001350743,1.50E-04,1.50E-04,0,0,0,0.04832658,3.00E-04,0.006003302,0.001500825,0.010205613,0.012006604,0.012456851,0,0.00825454,0,0.019660813,0.062584421,0.005703137,0.012156686,0.001350743,6.00E-04,0.001500825,0.001050578,0.022212217,0.088248537,0.008404623,0.443343839,0.059282605,0.019810896,0.003752064,3.00E-04,0,6.00E-04,6.00E-04,1.50E-04,0,3.00E-04,0,3.00E-04,0.001800991,0,0,0.001500825,0.022362299,0.014708089,9.00E-04,1.50E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031067087
'org.eclipse.ui.editors','org.eclipse.ui.texteditor',0,0,0,0,0,3.380952381,11,71,5.523809524,19,116,1.619047619,6,34,6,0.714285714,5,5,0,0,0,2.714285714,11,19,1,1,6,0.285714286,2,2,0.285714286,2,2,1.380952381,4,29,38.16666667,147,229,2.238095238,8,47,0,2,0,0,1,0,10,39,6,0,5,3,0,7,6,0,1,0,0,0,23,0,7,1,17,44,26,0,23,0,21,72,14,5,6,1,1,3,13,189,15,667,99,32,11,4,0,0,0,0,0,0,0,3,7,0,2,1,42,34,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1505,0,0.001328904,0,0,6.64E-04,0,0.006644518,0.025913621,0.003986711,0,0.003322259,0.001993355,0,0.004651163,0.003986711,0,6.64E-04,0,0,0,0.015282392,0,0.004651163,6.64E-04,0.011295681,0.02923588,0.017275748,0,0.015282392,0,0.013953488,0.047840532,0.009302326,0.003322259,0.003986711,6.64E-04,6.64E-04,0.001993355,0.008637874,0.125581395,0.009966777,0.443189369,0.065780731,0.021262458,0.00730897,0.002657807,0,0,0,0,0,0,0,0.001993355,0.004651163,0,0.001328904,6.64E-04,0.027906977,0.022591362,6.64E-04,0.001328904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025913621
'org.eclipse.core.runtime','org.eclipse.core.internal.plugins',2,5,0.15,2,3,7.969230769,90,2590,14.46153846,278,4700,1.778461538,6,578,20,2.2,10,55,0.1,1,2,12.32,52,308,0.9,1,18,7.36,87,184,0.68,7,17,1.049230769,7,341,288.05,1507,5761,4.843076923,57,1574,3,223,128,7,404,0,628,967,161,225,178,73,30,246,20,74,1,14,0,1,1480,23,239,140,651,98,971,1,52,0,330,2597,642,611,20,168,124,85,563,1066,394,13279,1825,417,607,15,0,5,225,21,2,41,19,73,25,0,2,138,1080,700,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,33111,9.06E-05,0.006734922,0.003865785,2.11E-04,0.012201383,0,0.018966507,0.029204796,0.004862432,0.006795325,0.005375857,0.002204705,9.06E-04,0.007429555,6.04E-04,0.002234907,3.02E-05,4.23E-04,0,3.02E-05,0.044698137,6.95E-04,0.007218145,0.004228202,0.01966114,0.002959741,0.029325602,3.02E-05,0.001570475,0,0.009966476,0.078433149,0.019389327,0.018453082,6.04E-04,0.005073843,0.003744979,0.002567123,0.017003413,0.032194739,0.011899369,0.40104497,0.055117635,0.012594002,0.018332276,4.53E-04,0,1.51E-04,0.006795325,6.34E-04,6.04E-05,0.001238259,5.74E-04,0.002204705,7.55E-04,0,6.04E-05,0.004167799,0.032617559,0.021141011,5.44E-04,3.02E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029325602
'org.eclipse.core.runtime','org.eclipse.core.internal.runtime',8,1,0.15,2,3,4.438596491,33,1012,7.894736842,68,1800,1.714912281,5,391,20,2,10,40,0,0,0,6.05,21,121,1,1,20,4.7,54,94,5.35,55,107,1.078947368,5,246,126.65,836,2533,2.671052632,18,609,3,61,18,6,80,0,190,568,80,2,77,62,7,200,20,15,4,4,0,0,535,11,134,41,223,64,321,2,151,0,234,1016,190,196,20,33,32,68,285,416,199,5748,1021,311,193,8,0,1,0,0,6,10,32,72,20,0,2,41,467,292,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,14449,2.08E-04,0.004221745,0.001245761,4.15E-04,0.005536715,0,0.013149699,0.039310679,0.005536715,1.38E-04,0.005329089,0.004290954,4.84E-04,0.013841788,0.001384179,0.001038134,2.77E-04,2.77E-04,0,0,0.037026784,7.61E-04,0.009273998,0.002837567,0.015433594,0.004429372,0.02221607,1.38E-04,0.01045055,0,0.016194892,0.070316285,0.013149699,0.013564953,0.001384179,0.002283895,0.002214686,0.004706208,0.019724548,0.02879092,0.013772579,0.397812997,0.07066233,0.021523981,0.013357326,5.54E-04,0,6.92E-05,0,0,4.15E-04,6.92E-04,0.002214686,0.004983044,0.001384179,0,1.38E-04,0.002837567,0.032320576,0.020209011,4.84E-04,6.92E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044293723
'org.eclipse.core.runtime','org.eclipse.core.runtime',9,0,0,0,0,1.653739612,43,597,3.551246537,67,1282,0.947368421,5,342,31,1.117647059,7,38,0.548387097,1,17,9.852941176,46,335,0.451612903,1,14,1.264705882,10,43,0.764705882,20,26,0.742382271,5,268,67.38709677,560,2089,1.584487535,18,572,0,81,25,0,91,0,139,448,109,0,19,16,13,67,31,19,4,0,0,0,333,38,81,25,239,35,458,0,400,0,361,597,93,279,31,73,42,48,387,319,238,4336,633,284,106,6,0,7,0,0,2,63,11,16,34,0,1,25,272,165,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,11710,0,0.006917165,0.002134927,0,0.007771136,0,0.011870196,0.038257899,0.009308284,0,0.001622545,0.001366354,0.001110162,0.005721605,0.00264731,0.001622545,3.42E-04,0,0,0,0.028437233,0.00324509,0.006917165,0.002134927,0.020409906,0.002988898,0.03911187,0,0.034158839,0,0.030828352,0.050982067,0.00794193,0.02382579,0.00264731,0.006233988,0.003586678,0.004099061,0.033048676,0.027241674,0.020324509,0.37028181,0.054056362,0.024252775,0.009052092,5.12E-04,0,5.98E-04,0,0,1.71E-04,0.005380017,9.39E-04,0.001366354,0.002903501,0,8.54E-05,0.002134927,0.02322801,0.014090521,2.56E-04,2.56E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051579846
'org.eclipse.core.runtime','org.eclipse.core.runtime.model',2,2,0,0,0,1,10,143,2.454545455,22,351,1.104895105,4,158,13,3.615384615,9,47,0,0,0,11,21,143,1,1,13,1,5,13,0,0,0,0.440559441,2,63,57.23076923,195,744,1.475524476,9,211,0,35,8,0,71,0,62,167,13,0,14,0,0,17,13,2,0,0,0,0,147,5,60,23,30,13,77,0,156,0,143,143,61,58,13,14,23,5,123,144,82,1318,234,63,8,6,0,3,0,0,0,7,0,0,13,0,0,23,112,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,3784,0,0.009249471,0.002114165,0,0.018763214,0,0.016384778,0.044133192,0.003435518,0,0.003699789,0,0,0.0044926,0.003435518,5.29E-04,0,0,0,0,0.03884778,0.001321353,0.015856237,0.006078224,0.007928118,0.003435518,0.020348837,0,0.041226216,0,0.037790698,0.037790698,0.016120507,0.015327696,0.003435518,0.003699789,0.006078224,0.001321353,0.032505285,0.038054968,0.02167019,0.348308668,0.061839323,0.016649049,0.002114165,0.001585624,0,7.93E-04,0,0,0,0.001849894,0,0,0.003435518,0,0,0.006078224,0.029598309,0.007663848,2.64E-04,2.64E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06448203
'org.eclipse.debug.ui','org.eclipse.debug.internal.ui',10,3,0.15,2,3,4.226027397,65,617,6.883561644,71,1005,1.773972603,5,259,20,0.857142857,4,18,0.15,1,3,5.047619048,20,106,0.85,1,17,3.476190476,30,73,1.904761905,23,40,0.897260274,4,131,83,405,1660,2.397260274,21,350,3,15,7,3,21,0,66,366,35,6,73,21,12,68,20,1,0,0,0,2,297,4,91,7,149,204,190,1,150,0,149,621,108,60,20,44,7,6,100,1050,160,4245,652,153,156,1,0,3,7,1,0,3,3,19,21,0,10,7,239,141,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,10299,2.91E-04,0.001456452,6.80E-04,2.91E-04,0.002039033,0,0.006408389,0.035537431,0.003398388,5.83E-04,0.007088067,0.002039033,0.001165162,0.006602583,0.001941936,9.71E-05,0,0,0,1.94E-04,0.028837751,3.88E-04,0.008835809,6.80E-04,0.014467424,0.019807748,0.018448393,9.71E-05,0.014564521,0,0.014467424,0.060297116,0.010486455,0.005825808,0.001941936,0.004272259,6.80E-04,5.83E-04,0.009709681,0.101951646,0.015535489,0.412175939,0.063307117,0.014855811,0.015147102,9.71E-05,0,2.91E-04,6.80E-04,9.71E-05,0,2.91E-04,2.91E-04,0.001844839,0.002039033,0,9.71E-04,6.80E-04,0.023206137,0.01369065,7.77E-04,0.00485484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043013885
'org.eclipse.debug.ui','org.eclipse.debug.internal.ui.actions',12,0,0.192982456,2,11,3.189710611,25,992,4.405144695,44,1370,1.540192926,6,479,57,0.610169492,7,36,0,0,0,5.152542373,25,304,1,1,57,0.050847458,2,3,0.118644068,5,7,0.691318328,5,215,45.43859649,184,2590,1.758842444,11,547,11,13,6,4,41,0,70,590,61,6,82,21,2,39,57,5,0,0,0,1,392,2,39,11,189,394,162,0,255,0,322,993,117,34,57,47,11,38,249,2007,180,6315,796,240,112,20,0,22,5,2,0,31,1,22,59,0,10,11,244,194,12,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,15118,7.28E-04,8.60E-04,3.97E-04,2.65E-04,0.002711999,0,0.004630242,0.039026326,0.004034925,3.97E-04,0.005423998,0.001389073,1.32E-04,0.002579706,0.00377034,3.31E-04,0,0,0,6.61E-05,0.025929356,1.32E-04,0.002579706,7.28E-04,0.012501654,0.026061648,0.010715703,0,0.01686731,0,0.021299114,0.065683291,0.007739119,0.002248975,0.00377034,0.003108877,7.28E-04,0.00251356,0.016470433,0.132755656,0.011906337,0.417713983,0.052652467,0.015875116,0.007408387,0.001322926,0,0.001455219,3.31E-04,1.32E-04,0,0.002050536,6.61E-05,0.001455219,0.003902633,0,6.61E-04,7.28E-04,0.016139701,0.012832385,7.94E-04,0.003704194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030295013
'org.eclipse.debug.ui','org.eclipse.debug.internal.ui.launchConfigurations',16,2,0.772727273,6,17,4.401534527,54,1721,6.329923274,88,2475,1.698209719,7,664,22,2.655172414,22,77,0,0,0,13.27586207,107,385,1.045454545,2,23,1.137931034,14,33,0.206896552,2,6,0.585677749,4,229,172.4090909,1109,3793,2.099744246,17,821,17,58,23,13,81,0,248,885,104,4,72,49,6,167,22,1,0,1,0,2,801,16,110,33,298,343,344,0,414,0,408,1725,236,184,22,30,34,46,373,1703,295,8552,1166,289,124,13,0,16,3,1,0,26,9,47,29,0,0,33,554,406,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,21101,8.06E-04,0.002748685,0.001089996,6.16E-04,0.003838681,0,0.011752997,0.04194114,0.004928676,1.90E-04,0.003412161,0.002322165,2.84E-04,0.007914317,0.001042605,4.74E-05,0,4.74E-05,0,9.48E-05,0.037960286,7.58E-04,0.005213023,0.001563907,0.014122553,0.016255154,0.016302545,0,0.019619923,0,0.019335577,0.08174968,0.011184304,0.008719966,0.001042605,0.001421734,0.001611298,0.002179991,0.017676887,0.080707075,0.01398038,0.405288849,0.055258045,0.013696033,0.005876499,6.16E-04,0,7.58E-04,1.42E-04,4.74E-05,0,0.001232169,4.27E-04,0.002227383,0.001374342,0,0,0.001563907,0.02625468,0.019240794,6.16E-04,0.001184778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029714232
'org.eclipse.debug.ui','org.eclipse.debug.internal.ui.preferences',15,2,0.666666667,3,10,5.25,50,777,7.297297297,85,1080,1.662162162,7,246,15,2.380952381,17,50,0.066666667,1,1,6.714285714,33,141,0.933333333,1,14,1.523809524,25,32,0.19047619,2,4,0.72972973,6,108,115.8666667,421,1738,2.074324324,15,307,10,42,12,11,55,0,126,309,30,0,56,4,4,124,15,0,0,3,0,0,422,5,82,26,104,219,141,0,147,0,155,780,69,102,15,12,19,15,148,1107,81,4686,661,118,92,9,0,18,3,1,0,4,0,4,21,0,1,26,324,216,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,10985,9.10E-04,0.003823396,0.001092399,0.001001365,0.005006827,0,0.011470187,0.028129267,0.002730997,0,0.005097861,3.64E-04,3.64E-04,0.01128812,0.001365498,0,0,2.73E-04,0,0,0.038416022,4.55E-04,0.007464725,0.002366864,0.009467456,0.019936277,0.012835685,0,0.013381884,0,0.01411015,0.071005917,0.006281293,0.009285389,0.001365498,0.001092399,0.001729631,0.001365498,0.013472918,0.100773782,0.007373691,0.426581702,0.060172963,0.010741921,0.008375057,8.19E-04,0,0.001638598,2.73E-04,9.10E-05,0,3.64E-04,0,3.64E-04,0.001911698,0,9.10E-05,0.002366864,0.029494766,0.019663177,0.001092399,0.001183432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029676832
'org.eclipse.debug.ui','org.eclipse.debug.internal.ui.views',4,0,0.2,1,1,2.28125,8,73,2.71875,14,87,1.40625,4,45,5,0.8,2,4,0.2,1,1,6.2,20,31,0.8,1,4,0.4,2,2,0.2,1,1,0.5,1,16,38.2,115,191,1.4375,4,46,1,0,1,1,5,0,4,48,1,0,2,1,2,2,5,0,0,0,0,0,33,0,6,0,15,19,6,0,35,0,33,74,11,0,5,1,0,1,24,95,12,350,43,17,1,0,0,3,0,0,0,2,0,1,5,0,0,0,12,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,939,0.001064963,0,0.001064963,0.001064963,0.005324814,0,0.004259851,0.051118211,0.001064963,0,0.002129925,0.001064963,0.002129925,0.002129925,0.005324814,0,0,0,0,0,0.03514377,0,0.006389776,0,0.015974441,0.020234292,0.006389776,0,0.037273695,0,0.03514377,0.078807242,0.01171459,0,0.005324814,0.001064963,0,0.001064963,0.025559105,0.101171459,0.012779553,0.372736954,0.045793397,0.018104366,0.001064963,0,0,0.003194888,0,0,0,0.002129925,0,0.001064963,0.005324814,0,0,0,0.012779553,0.006389776,0,0.001064963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05857295
'org.eclipse.debug.ui','org.eclipse.debug.internal.ui.views.breakpoints',0,0,0.75,3,3,5.65,22,113,7.35,37,147,1.9,6,38,4,0.5,1,2,0,0,0,5,9,20,1,1,4,0,0,0,0,0,0,1.15,4,23,59,79,236,1.9,7,38,3,2,0,0,7,0,8,50,5,0,11,5,2,18,4,0,0,0,0,0,56,0,2,1,16,34,14,0,20,0,23,113,2,11,4,7,1,2,27,184,11,642,81,28,8,0,0,2,0,0,0,4,0,5,4,0,0,1,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1497,0.002004008,0.001336005,0,0,0.004676019,0,0.005344021,0.033400134,0.003340013,0,0.007348029,0.003340013,0.001336005,0.012024048,0.002672011,0,0,0,0,0,0.03740815,0,0.001336005,6.68E-04,0.010688043,0.022712091,0.009352037,0,0.013360053,0,0.015364061,0.075484302,0.001336005,0.007348029,0.002672011,0.004676019,6.68E-04,0.001336005,0.018036072,0.122912492,0.007348029,0.428857715,0.054108216,0.018704075,0.005344021,0,0,0.001336005,0,0,0,0.002672011,0,0.003340013,0.002672011,0,0,6.68E-04,0.016700067,0.014696059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021376086
'org.eclipse.debug.ui','org.eclipse.debug.internal.ui.views.console',21,2,0.578947368,4,11,4.715025907,52,910,7.393782383,90,1427,1.917098446,8,370,19,2.708333333,23,65,0,0,0,8,36,192,1,1,19,0.291666667,2,7,0.041666667,1,1,0.849740933,4,164,115.7894737,608,2200,2.388601036,18,461,11,39,8,4,46,0,136,504,40,3,62,20,2,95,19,0,0,1,0,0,459,1,72,29,190,243,285,0,193,0,205,914,161,107,19,23,32,21,282,1277,109,5478,683,192,42,9,0,13,0,0,3,42,0,20,24,0,8,29,361,260,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,13117,8.39E-04,0.002973241,6.10E-04,3.05E-04,0.003506899,0,0.010368224,0.03842342,0.003049478,2.29E-04,0.004726691,0.001524739,1.52E-04,0.00724251,0.001448502,0,0,7.62E-05,0,0,0.034992757,7.62E-05,0.00548906,0.002210871,0.014485019,0.018525577,0.021727529,0,0.01471373,0,0.015628574,0.069680567,0.012274148,0.008157353,0.001448502,0.00175345,0.002439582,0.001600976,0.021498818,0.097354578,0.008309827,0.417625982,0.052069833,0.014637493,0.003201952,6.86E-04,0,9.91E-04,0,0,2.29E-04,0.003201952,0,0.001524739,0.001829687,0,6.10E-04,0.002210871,0.027521537,0.019821606,6.86E-04,9.91E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024319585
'org.eclipse.debug.ui','org.eclipse.debug.internal.ui.views.expression',5,3,1,3,3,5.736842105,21,109,7.315789474,24,139,2.157894737,6,41,3,0,0,0,0,0,0,6.333333333,9,19,1,1,3,0,0,0,0,0,0,0.842105263,2,16,73.66666667,98,221,2.368421053,7,45,3,5,1,0,7,0,2,50,11,0,8,2,0,15,3,0,0,0,0,0,47,0,0,3,20,35,12,0,21,0,22,109,4,10,3,5,3,0,19,187,14,589,81,18,5,1,0,4,0,0,0,4,0,2,3,0,0,3,22,19,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1411,0.002126152,0.003543586,7.09E-04,0,0.004961021,0,0.001417434,0.035435861,0.007795889,0,0.005669738,0.001417434,0,0.010630758,0.002126152,0,0,0,0,0,0.033309709,0,0,0.002126152,0.014174344,0.024805103,0.008504607,0,0.014883062,0,0.015591779,0.077250177,0.002834869,0.007087172,0.002126152,0.003543586,0.002126152,0,0.013465627,0.13253012,0.009922041,0.417434444,0.057406095,0.01275691,0.003543586,7.09E-04,0,0.002834869,0,0,0,0.002834869,0,0.001417434,0.002126152,0,0,0.002126152,0.015591779,0.013465627,0,0.007795889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019844082
'org.eclipse.debug.ui','org.eclipse.debug.internal.ui.views.launch',13,3,1.666666667,5,10,5.355769231,28,557,10.18269231,57,1059,2.25,9,234,6,3.25,15,26,0,0,0,12.75,53,102,1,1,6,0.25,2,2,0.25,2,2,0.865384615,4,90,245,870,1470,3.317307692,20,345,10,35,12,10,44,0,75,375,48,11,63,21,0,58,6,0,0,1,0,0,290,1,28,17,167,150,153,0,118,0,119,560,108,64,6,37,18,40,141,726,111,3229,464,113,13,2,0,9,5,1,4,18,0,23,8,0,1,17,177,128,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,8060,0.001240695,0.004342432,0.001488834,0.001240695,0.005459057,0,0.009305211,0.046526055,0.005955335,0.001364764,0.007816377,0.002605459,0,0.00719603,7.44E-04,0,0,1.24E-04,0,0,0.035980149,1.24E-04,0.003473945,0.002109181,0.020719603,0.018610422,0.01898263,0,0.014640199,0,0.014764268,0.069478908,0.013399504,0.007940447,7.44E-04,0.004590571,0.002233251,0.004962779,0.017493797,0.090074442,0.013771712,0.400620347,0.057568238,0.014019851,0.001612903,2.48E-04,0,0.001116625,6.20E-04,1.24E-04,4.96E-04,0.002233251,0,0.002853598,9.93E-04,0,1.24E-04,0.002109181,0.021960298,0.015880893,3.72E-04,0.006451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021091811
'org.eclipse.debug.ui','org.eclipse.debug.internal.ui.views.variables',14,7,1.166666667,7,7,4.239316239,74,496,5.58974359,44,654,1.700854701,6,199,6,3.375,18,27,0,0,0,14.625,52,117,1,1,6,0.625,5,5,0,0,0,0.717948718,3,84,178.3333333,733,1070,1.982905983,11,232,7,5,1,1,14,0,53,246,14,4,40,7,0,50,6,1,0,0,0,0,251,1,32,5,88,125,69,0,109,0,125,496,61,16,6,18,5,11,97,626,70,2544,365,98,46,5,0,9,4,2,0,16,0,7,8,0,5,5,109,72,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,6164,0.001135626,8.11E-04,1.62E-04,1.62E-04,0.002271252,0,0.008598313,0.03990915,0.002271252,6.49E-04,0.006489293,0.001135626,0,0.008111616,9.73E-04,1.62E-04,0,0,0,0,0.040720311,1.62E-04,0.005191434,8.11E-04,0.014276444,0.02027904,0.01119403,0,0.017683323,0,0.02027904,0.080467229,0.009896171,0.002595717,9.73E-04,0.002920182,8.11E-04,0.001784555,0.015736535,0.10155743,0.011356262,0.412719014,0.059214796,0.015898767,0.007462687,8.11E-04,0,0.001460091,6.49E-04,3.24E-04,0,0.002595717,0,0.001135626,0.001297859,0,8.11E-04,8.11E-04,0.017683323,0.011680727,9.73E-04,0.004055808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028877352
